xref,seg_layer,nverts,closed,wkt
SEGMENTATION-ZONE 1-2,D9.5,2,0,"LINESTRING(7944.4391 53496.0965, 7942.3351 53494.1304)"
SEGMENTATION-ZONE 1-2,D9.6,2,0,"LINESTRING(7933.2366 53555.4346, 7942.5456 53504.3751)"
SEGMENTATION-ZONE 1-2,D9.4,2,0,"LINESTRING(7940.2880 53499.3277, 7938.8343 53496.8409)"
SEGMENTATION-ZONE 1-2,D9.3,2,0,"LINESTRING(7935.5957 53492.6124, 7879.2518 53422.4311)"
SEGMENTATION-ZONE 1-2,D9.1,2,0,"LINESTRING(7812.1784 53415.4929, 7874.6344 53417.3786)"
SEGMENTATION-ZONE 1-2,D9.2,2,0,"LINESTRING(7878.4358 53414.3252, 7890.0948 53352.9405)"
SEGMENTATION-ZONE 1-2,D8.3,3,0,"LINESTRING(7352.3255 53779.5472, 7399.1030 53741.9908, 7561.0852 53651.1808)"
SEGMENTATION-ZONE 1-2,D8.2,3,0,"LINESTRING(7809.6670 53603.3804, 7660.2581 53626.3991, 7574.9670 53646.6150)"
SEGMENTATION-ZONE 1-2,704.1,2,0,"LINESTRING(7957.2749 53811.8358, 8038.9757 53913.5964)"
SEGMENTATION-ZONE 1-2,705.1,2,0,"LINESTRING(8026.6764 53756.1184, 8108.3772 53857.8790)"
SEGMENTATION-ZONE 1-2,706.1,2,0,"LINESTRING(8091.5921 53703.9993, 8173.2930 53805.7599)"
SEGMENTATION-ZONE 1-2,707.1,2,0,"LINESTRING(8152.0275 53655.4831, 8233.7283 53757.2437)"
SEGMENTATION-ZONE 1-2,708.1,2,0,"LINESTRING(8212.4614 53606.9651, 8294.1622 53708.7257)"
SEGMENTATION-ZONE 1-2,709.1,2,0,"LINESTRING(8279.9134 53552.8128, 8361.6143 53654.5734)"
SEGMENTATION-ZONE 1-2,710.1,2,0,"LINESTRING(8340.3473 53504.2948, 8422.0481 53606.0554)"
SEGMENTATION-ZONE 1-2,711.1,2,0,"LINESTRING(8400.7812 53455.7768, 8482.4820 53557.5374)"
SEGMENTATION-ZONE 1-2,712.1,2,0,"LINESTRING(8461.2151 53407.2588, 8542.9159 53509.0194)"
SEGMENTATION-ZONE 1-2,713.1,2,0,"LINESTRING(8521.6490 53358.7409, 8603.3498 53460.5015)"
SEGMENTATION-ZONE 1-2,714.1,2,0,"LINESTRING(8582.0829 53310.2229, 8663.7837 53411.9835)"
SEGMENTATION-ZONE 1-2,715.1,2,0,"LINESTRING(8642.5168 53261.7049, 8724.2176 53363.4655)"
SEGMENTATION-ZONE 1-2,D.43,2,0,"LINESTRING(7933.2190 53561.2048, 7930.8796 53563.0830)"
SEGMENTATION-ZONE 1-2,STB-D4.1,2,0,"LINESTRING(5983.9975 55064.2837, 6025.6234 55030.8695)"
SEGMENTATION-ZONE 1-2,STB-C.6,2,0,"LINESTRING(6599.7343 54790.1381, 6567.7430 54750.3257)"
SEGMENTATION-ZONE 1-2,STB-C.7,2,0,"LINESTRING(7086.1087 54390.3129, 7061.6935 54359.9014)"
SEGMENTATION-ZONE 1-2,STB-C.8,2,0,"LINESTRING(7649.2010 53945.6742, 7619.1510 53908.2442)"
SEGMENTATION-ZONE 1-2,STB-C.9,2,0,"LINESTRING(8070.6713 53603.4592, 8044.3779 53570.7082)"
SEGMENTATION-ZONE 1-2,STB-C.10,2,0,"LINESTRING(8394.1466 53330.2993, 8380.9998 53313.9236)"
SEGMENTATION-ZONE 1-2,STB-N.1,2,0,"LINESTRING(8651.7727 53248.5033, 8631.1139 53222.7703)"
SEGMENTATION-ZONE 1-2,STB-C.11,2,0,"LINESTRING(8598.2530 53181.8261, 8569.9558 53146.5932)"
SEGMENTATION-ZONE 1-2,STB-D.10,2,0,"LINESTRING(8334.2340 53252.0830, 8319.2090 53233.3680)"
SEGMENTATION-ZONE 1-2,STB-D.9,2,0,"LINESTRING(8104.1034 53447.0338, 8085.3213 53423.6412)"
SEGMENTATION-ZONE 1-2,STB-D.8,2,0,"LINESTRING(7675.2952 53791.2925, 7656.5131 53767.8999)"
SEGMENTATION-ZONE 1-2,STB-D.7,2,0,"LINESTRING(7422.1881 53982.3748, 7409.0417 53965.9988)"
SEGMENTATION-ZONE 1-2,STB-D.6,2,0,"LINESTRING(7121.2937 54236.0601, 7102.5115 54212.6675)"
SEGMENTATION-ZONE 1-2,STB-D.5,2,0,"LINESTRING(6641.7159 54609.0448, 6628.5681 54592.6699)"
SEGMENTATION-ZONE 1-2,STB-H.2,2,0,"LINESTRING(6475.4890 54777.7133, 6522.9064 54739.6436)"
SEGMENTATION-ZONE 1-2,STB-H.1,2,0,"LINESTRING(6425.6476 54709.7158, 6467.2714 54676.2990)"
SEGMENTATION-ZONE 1-2,STB-D6.1,2,0,"LINESTRING(6572.5387 54588.5012, 6591.6966 54597.1015)"
SEGMENTATION-ZONE 1-2,STB-C2.1,2,0,"LINESTRING(7075.0133 54318.1625, 7114.7824 54286.2349)"
SEGMENTATION-ZONE 1-2,STB-D7.1,2,0,"LINESTRING(7461.4280 53898.8574, 7457.1720 53878.2934)"
SEGMENTATION-ZONE 1-2,STB-C3.1,2,0,"LINESTRING(7629.0083 53873.4002, 7668.7766 53841.4718)"
SEGMENTATION-ZONE 1-2,STB-C4.1,2,0,"LINESTRING(8057.8176 53529.1408, 8097.5864 53497.2130)"
SEGMENTATION-ZONE 1-2,STB-D10.2,2,0,"LINESTRING(8490.3939 53181.5986, 8530.1753 53149.6867)"
SEGMENTATION-ZONE 1-2,STB-D11.2,2,0,"LINESTRING(8583.1477 53107.1384, 8613.6083 53082.6820)"
SEGMENTATION-ZONE 1-2,STB-D9.1,2,0,"LINESTRING(7923.6135 53517.6207, 7965.7219 53483.8150)"
SEGMENTATION-ZONE 1-2,STB-D8.1,2,0,"LINESTRING(7815.8013 53616.4808, 7810.9373 53592.9791)"
SEGMENTATION-ZONE 1-2,STB-D5.1,2,0,"LINESTRING(6150.0688 54951.6523, 6130.9109 54943.0520)"
SEGMENTATION-ZONE 1-2,STB-C1.1,2,0,"LINESTRING(5716.4470 55408.8564, 5756.2143 55376.9265)"
SEGMENTATION-ZONE 1-2,E3.19,2,0,"LINESTRING(5250.8725 55227.4201, 5285.9240 55271.1950)"
SEGMENTATION-ZONE 1-2,E3.20,2,0,"LINESTRING(5292.7997 55279.7819, 5337.1540 55335.1748)"
SEGMENTATION-ZONE 1-2,E3.21,2,0,"LINESTRING(5346.0831 55346.3261, 5390.6717 55402.0115)"
SEGMENTATION-ZONE 1-2,E3.22,2,0,"LINESTRING(5329.0700 55402.4553, 5340.7043 55341.0882)"
SEGMENTATION-ZONE 1-2,E3.23,2,0,"LINESTRING(5344.5845 55337.9713, 5407.0176 55339.8732)"
SEGMENTATION-ZONE 1-2,E2.8,2,0,"LINESTRING(5096.2571 55354.2700, 5114.4660 55376.9497)"
SEGMENTATION-ZONE 1-2,E2.9,2,0,"LINESTRING(5103.8731 55342.5053, 5118.7802 55375.6983)"
SEGMENTATION-ZONE 1-2,E2.10,2,0,"LINESTRING(5122.1838 55380.1733, 5205.9756 55416.2687)"
SEGMENTATION-ZONE 1-2,E2.11,3,0,"LINESTRING(5213.1637 55415.4420, 5213.1932 55415.4375, 5291.4660 55403.4901)"
SEGMENTATION-ZONE 1-2,E2.12,2,0,"LINESTRING(5298.2528 55402.2819, 5373.3279 55366.9108)"
SEGMENTATION-ZONE 1-2,E4.31,2,0,"LINESTRING(5823.4841 54822.7349, 5883.0603 54896.8842)"
SEGMENTATION-ZONE 1-2,E4.32,2,0,"LINESTRING(5891.9662 54907.9686, 5936.7271 54963.6786)"
SEGMENTATION-ZONE 1-2,E4.33,2,0,"LINESTRING(5875.1570 54964.0299, 5886.8479 54902.6111)"
SEGMENTATION-ZONE 1-2,E4.34,2,0,"LINESTRING(5890.6371 54899.5584, 5953.0659 54901.4791)"
SEGMENTATION-ZONE 1-2,E6.36,2,0,"LINESTRING(6336.6238 54551.0217, 6381.2608 54606.6073)"
SEGMENTATION-ZONE 1-2,E6.35,2,0,"LINESTRING(6266.2334 54463.3659, 6327.6929 54539.9003)"
SEGMENTATION-ZONE 1-2,E8.2,3,0,"LINESTRING(6438.3975 54311.9353, 6609.3639 54285.5937, 6694.6525 54265.4128)"
SEGMENTATION-ZONE 1-2,E8.1,3,0,"LINESTRING(6708.5620 54260.7243, 6850.4934 54186.0652, 6917.3075 54132.4221)"
SEGMENTATION-ZONE 1-2,E6.37,2,0,"LINESTRING(6316.2607 54609.2114, 6328.0377 54548.3290)"
SEGMENTATION-ZONE 1-2,E6.38,2,0,"LINESTRING(6332.3429 54544.8817, 6394.5601 54546.8389)"
SEGMENTATION-ZONE 1-2,E7.1,3,0,"LINESTRING(6272.6311 54650.0341, 6339.4809 54596.3623, 6443.0234 54473.9150)"
SEGMENTATION-ZONE 1-2,E7.2,3,0,"LINESTRING(6450.5947 54461.4036, 6483.2472 54396.0030, 6551.5106 54221.2058)"
SEGMENTATION-ZONE 1-2,E10.1,3,0,"LINESTRING(6802.8954 54224.2993, 6869.7451 54170.6275, 6973.2876 54048.1802)"
SEGMENTATION-ZONE 1-2,E10.2,3,0,"LINESTRING(6980.8590 54035.6688, 7013.5114 53970.2682, 7081.7748 53795.4711)"
SEGMENTATION-ZONE 1-2,E12.2,3,0,"LINESTRING(6968.6169 53886.2903, 7125.2776 53862.0625, 7210.9587 53843.9665)"
SEGMENTATION-ZONE 1-2,E12.1,3,0,"LINESTRING(7224.9365 53839.6640, 7379.8678 53760.6660, 7435.8684 53716.0835)"
SEGMENTATION-ZONE 1-2,E13.31,2,0,"LINESTRING(7266.7658 53659.7936, 7328.3642 53736.4892)"
SEGMENTATION-ZONE 1-2,E14.36,2,0,"LINESTRING(7755.0741 53267.7436, 7816.6594 53344.4497)"
SEGMENTATION-ZONE 1-2,E14.37,2,0,"LINESTRING(7825.5999 53355.5853, 7870.3181 53411.2830)"
SEGMENTATION-ZONE 1-2,E13.32,2,0,"LINESTRING(7320.6518 53803.4682, 7332.3081 53742.0881)"
SEGMENTATION-ZONE 1-2,E13.33,2,0,"LINESTRING(7393.0271 53744.9150, 7336.1082 53739.0322)"
SEGMENTATION-ZONE 1-2,E14.38,2,0,"LINESTRING(7808.9379 53411.4365, 7820.5951 53350.0513)"
SEGMENTATION-ZONE 1-2,E14.39,2,0,"LINESTRING(7886.8511 53348.8820, 7824.3973 53346.9987)"
SEGMENTATION-ZONE 1-2,E15.8,2,0,"LINESTRING(8360.4256 52784.0788, 8389.5580 52820.3639)"
SEGMENTATION-ZONE 1-2,E15.10,2,0,"LINESTRING(8393.9277 52825.5470, 8475.4443 52927.1485)"
SEGMENTATION-ZONE 1-2,E15.9,2,0,"LINESTRING(8370.9704 52960.1955, 8390.6119 52828.7621)"
SEGMENTATION-ZONE 1-2,REC-13R.1,2,0,"LINESTRING(8442.0953 52869.9023, 8453.3658 52883.9349)"
SEGMENTATION-ZONE 1-2,REC-13R.1,2,0,"LINESTRING(8466.5161 52900.3079, 8477.7878 52914.3421)"
SEGMENTATION-ZONE 1-2,THC-31L.1,2,0,"LINESTRING(8435.8550 52855.6721, 8490.3045 52923.5268)"
SEGMENTATION-ZONE 1-2,THC-13R.1,2,0,"LINESTRING(5228.8425 55430.3453, 5283.2920 55498.2000)"
SEGMENTATION-ZONE 1-2,REC.1,2,0,"LINESTRING(8395.1382 52906.3138, 5287.1503 55401.4912)"
SEGMENTATION-ZONE 1-2,REC.1,2,0,"LINESTRING(8432.0337 52952.3540, 5324.0458 55447.5314)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8432.4432 52901.7488, 8430.5651 52899.4095)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8446.4665 52919.2162, 8444.5883 52916.8769)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8409.0379 52920.5158, 8407.1597 52918.1765)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8423.0611 52937.9832, 8421.1830 52935.6438)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8385.6567 52939.3124, 8383.7786 52936.9731)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8399.6800 52956.7798, 8397.8018 52954.4405)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8362.2514 52958.0794, 8360.3732 52955.7401)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8376.2746 52975.5468, 8374.3965 52973.2074)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8338.8703 52976.8761, 8336.9921 52974.5367)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8352.8935 52994.3434, 8351.0153 52992.0041)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8315.4649 52995.6430, 8313.5867 52993.3037)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8329.4882 53013.1104, 8327.6100 53010.7711)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8292.0838 53014.4397, 8290.2056 53012.1003)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8306.1070 53031.9070, 8304.2288 53029.5677)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8268.6784 53033.2066, 8266.8002 53030.8673)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8282.7017 53050.6740, 8280.8235 53048.3347)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8245.2962 53052.0020, 8243.4181 53049.6626)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8259.3195 53069.4693, 8257.4413 53067.1300)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8221.8919 53070.7702, 8220.0137 53068.4309)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8235.9152 53088.2376, 8234.0370 53085.8983)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8198.5066 53089.5617, 8196.6284 53087.2224)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8212.5299 53107.0290, 8210.6517 53104.6897)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8175.1255 53108.3583, 8173.2473 53106.0190)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8189.1488 53125.8256, 8187.2706 53123.4863)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8151.7201 53127.1253, 8149.8419 53124.7860)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8165.7434 53144.5926, 8163.8652 53142.2533)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8128.3380 53145.9206, 8126.4598 53143.5813)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8142.3612 53163.3880, 8140.4830 53161.0486)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8104.9336 53164.6889, 8103.0555 53162.3496)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8118.9569 53182.1562, 8117.0787 53179.8169)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8081.5324 53183.4611, 8079.6543 53181.1217)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8095.5557 53200.9284, 8093.6775 53198.5891)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8058.1513 53202.2577, 8056.2731 53199.9184)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8072.1746 53219.7250, 8070.2964 53217.3857)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8034.7460 53221.0247, 8032.8678 53218.6853)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8048.7692 53238.4920, 8046.8910 53236.1527)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8011.3638 53239.8200, 8009.4856 53237.4807)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8025.3870 53257.2873, 8023.5089 53254.9480)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(7987.9595 53258.5883, 7986.0813 53256.2489)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(8001.9827 53276.0556, 8000.1045 53273.7163)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(7964.5690 53277.3732, 7962.6908 53275.0339)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(7978.5922 53294.8406, 7976.7140 53292.5012)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(7941.1878 53296.1698, 7939.3097 53293.8305)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(7955.2111 53313.6372, 7953.3329 53311.2979)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(7917.7825 53314.9368, 7915.9043 53312.5975)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(7931.8057 53332.4042, 7929.9276 53330.0648)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(7894.4003 53333.7321, 7892.5221 53331.3928)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(7908.4236 53351.1995, 7906.5454 53348.8602)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(7870.9960 53352.5004, 7869.1178 53350.1611)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(7885.0192 53369.9678, 7883.1411 53367.6284)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(7847.6000 53371.2791, 7845.7218 53368.9398)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(7861.6233 53388.7464, 7859.7451 53386.4071)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(7824.2189 53390.0757, 7822.3407 53387.7364)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(7838.2421 53407.5431, 7836.3640 53405.2037)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(7800.8135 53408.8427, 7798.9353 53406.5034)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(7814.8368 53426.3100, 7812.9586 53423.9707)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(7777.4313 53427.6380, 7775.5532 53425.2987)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(7791.4546 53445.1054, 7789.5764 53442.7660)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(7754.0270 53446.4063, 7752.1488 53444.0670)"
SEGMENTATION-ZONE 1-2,TDZ.1,2,0,"LINESTRING(7768.0503 53463.8736, 7766.1721 53461.5343)"
SEGMENTATION-ZONE 1-2,REC-31L.1,2,0,"LINESTRING(5241.3169 55439.5439, 5252.5824 55453.5806)"
SEGMENTATION-ZONE 1-2,REC-31L.1,2,0,"LINESTRING(5265.7268 55469.9582, 5276.9936 55483.9964)"
SEGMENTATION-ZONE 1-2,RETIL-D5.1,2,0,"LINESTRING(6605.1267 54390.1908, 6601.3703 54385.5122)"
SEGMENTATION-ZONE 1-2,RETIL-D5.1,2,0,"LINESTRING(6446.6640 54512.2795, 6445.4120 54510.7199)"
SEGMENTATION-ZONE 1-2,RETIL-D5.1,2,0,"LINESTRING(6525.8954 54451.2351, 6523.3911 54448.1160)"
SEGMENTATION-ZONE 1-2,RETIL-E7.1,2,0,"LINESTRING(6082.3764 54799.6099, 6078.6202 54794.9312)"
SEGMENTATION-ZONE 1-2,RETIL-E7.1,2,0,"LINESTRING(6160.3556 54737.0061, 6157.8515 54733.8869)"
SEGMENTATION-ZONE 1-2,RETIL-E7.1,2,0,"LINESTRING(6238.3348 54674.4022, 6237.0828 54672.8427)"
SEGMENTATION-ZONE 1-2,RETIL-E10.1,2,0,"LINESTRING(6612.6167 54373.8453, 6608.8605 54369.1666)"
SEGMENTATION-ZONE 1-2,RETIL-E10.1,2,0,"LINESTRING(6690.5960 54311.2415, 6688.0918 54308.1223)"
SEGMENTATION-ZONE 1-2,RETIL-E10.1,2,0,"LINESTRING(6768.5752 54248.6377, 6767.3231 54247.0781)"
SEGMENTATION-ZONE 1-2,RETIL-D7.1,2,0,"LINESTRING(6814.8782 54221.7967, 6811.1220 54217.1179)"
SEGMENTATION-ZONE 1-2,RETIL-D7.1,2,0,"LINESTRING(6891.6585 54157.5755, 6889.1544 54154.4563)"
SEGMENTATION-ZONE 1-2,RETIL-D7.1,2,0,"LINESTRING(6968.3735 54093.3868, 6967.1214 54091.8272)"
SEGMENTATION-ZONE 1-2,RETIL-D6.1,2,0,"LINESTRING(6888.2917 54157.7287, 6887.0397 54156.1691)"
SEGMENTATION-ZONE 1-2,RETIL-D6.1,2,0,"LINESTRING(6967.5426 54096.5947, 6965.0385 54093.4755)"
SEGMENTATION-ZONE 1-2,RETIL-D6.1,2,0,"LINESTRING(7046.7506 54035.5817, 7042.9944 54030.9030)"
SEGMENTATION-ZONE 1-2,RETIL-E8.1,2,0,"LINESTRING(6948.5183 54104.2476, 6947.2662 54102.6880)"
SEGMENTATION-ZONE 1-2,RETIL-E8.1,2,0,"LINESTRING(7026.4975 54041.6438, 7023.9934 54038.5246)"
SEGMENTATION-ZONE 1-2,RETIL-E8.1,2,0,"LINESTRING(7104.4767 53979.0399, 7100.7205 53974.3612)"
SEGMENTATION-ZONE 1-2,RETIL-D8.1,2,0,"LINESTRING(7168.8336 53937.6817, 7165.0773 53933.0029)"
SEGMENTATION-ZONE 1-2,RETIL-D8.1,2,0,"LINESTRING(7245.6139 53873.4605, 7243.1097 53870.3413)"
SEGMENTATION-ZONE 1-2,RETIL-D8.1,2,0,"LINESTRING(7322.3289 53809.2719, 7321.0768 53807.7123)"
SEGMENTATION-ZONE 1-2,RETIL-E12.1,2,0,"LINESTRING(7478.7944 53678.5275, 7477.5423 53676.9679)"
SEGMENTATION-ZONE 1-2,RETIL-E12.1,2,0,"LINESTRING(7556.7736 53615.9237, 7554.2694 53612.8045)"
SEGMENTATION-ZONE 1-2,RETIL-E12.1,2,0,"LINESTRING(7634.7528 53553.3198, 7630.9966 53548.6411)"
SEGMENTATION-ZONE 1-2,RCC.2,2,0,"LINESTRING(8447.4041 52899.6188, 5269.2350 55451.1397)"
SEGMENTATION-ZONE 1-2,RCC.1,2,0,"LINESTRING(8449.9083 52902.7380, 5271.7391 55454.2588)"
SEGMENTATION-ZONE 1-2,APC-13R.1,2,0,"LINESTRING(5238.5585 55480.8731, 5236.0619 55477.7727)"
SEGMENTATION-ZONE 1-2,APC-13R.1,2,0,"LINESTRING(5215.5071 55499.4039, 5213.0105 55496.3035)"
SEGMENTATION-ZONE 1-2,APC-13R.1,2,0,"LINESTRING(5192.5004 55517.9001, 5190.0038 55514.7997)"
SEGMENTATION-ZONE 1-2,APC-13R.1,2,0,"LINESTRING(5169.4384 55536.4033, 5166.9418 55533.3029)"
SEGMENTATION-ZONE 1-2,APC-13R.1,2,0,"LINESTRING(5146.4220 55554.9427, 5143.9254 55551.8423)"
SEGMENTATION-ZONE 1-2,APC-13R.1,2,0,"LINESTRING(5123.0466 55573.7123, 5120.5500 55570.6119)"
SEGMENTATION-ZONE 1-2,APC-13R.1,2,0,"LINESTRING(5099.6679 55592.4836, 5097.1713 55589.3832)"
SEGMENTATION-ZONE 1-2,APC-13R.1,2,0,"LINESTRING(5076.2788 55611.2760, 5073.7822 55608.1756)"
SEGMENTATION-ZONE 1-2,APC-13R.1,2,0,"LINESTRING(5052.8400 55630.0908, 5050.3434 55626.9904)"
SEGMENTATION-ZONE 1-2,APC-13R.1,2,0,"LINESTRING(5037.9832 55658.7060, 5019.1904 55635.2991)"
SEGMENTATION-ZONE 1-2,APC-13R.1,2,0,"LINESTRING(5006.3786 55667.3882, 5003.8820 55664.2878)"
SEGMENTATION-ZONE 1-2,APC-13R.1,2,0,"LINESTRING(4982.9166 55686.2327, 4980.4200 55683.1323)"
SEGMENTATION-ZONE 1-2,APC-13R.1,2,0,"LINESTRING(4959.3938 55705.0852, 4956.8972 55701.9848)"
SEGMENTATION-ZONE 1-2,APC-13R.1,2,0,"LINESTRING(4935.9783 55723.8385, 4933.4817 55720.7381)"
SEGMENTATION-ZONE 1-2,APC-13R.1,2,0,"LINESTRING(4912.7676 55742.4408, 4910.2710 55739.3404)"
SEGMENTATION-ZONE 1-2,APC-13R.1,2,0,"LINESTRING(4889.0914 55761.4449, 4886.5948 55758.3445)"
SEGMENTATION-ZONE 1-2,APC-13R.1,2,0,"LINESTRING(4865.6720 55780.2427, 4863.1754 55777.1423)"
SEGMENTATION-ZONE 1-2,APC-13R.1,2,0,"LINESTRING(4842.4923 55798.8530, 4839.9957 55795.7526)"
SEGMENTATION-ZONE 1-2,APC-13R.1,2,0,"LINESTRING(4819.3344 55817.4863, 4816.8378 55814.3859)"
SEGMENTATION-ZONE 1-2,APC-13R.1,2,0,"LINESTRING(4796.1331 55836.0736, 4793.6365 55832.9732)"
SEGMENTATION-ZONE 1-2,APC-13R.1,2,0,"LINESTRING(4772.9751 55854.7068, 4770.4785 55851.6064)"
SEGMENTATION-ZONE 1-2,APC-13R.1,2,0,"LINESTRING(4749.7739 55873.2942, 4747.2773 55870.1938)"
SEGMENTATION-ZONE 1-2,APC-13R.1,2,0,"LINESTRING(4726.6159 55891.9274, 4724.1193 55888.8270)"
SEGMENTATION-ZONE 1-2,APC-13R.1,2,0,"LINESTRING(4703.4146 55910.5148, 4700.9180 55907.4144)"
SEGMENTATION-ZONE 1-2,APC-13R.1,2,0,"LINESTRING(4680.2566 55929.1480, 4677.7600 55926.0476)"
SEGMENTATION-ZONE 1-2,APC-13R.1,2,0,"LINESTRING(4657.0554 55947.7353, 4654.5588 55944.6349)"
SEGMENTATION-ZONE 1-2,APC-13R.1,2,0,"LINESTRING(4633.8974 55966.3686, 4631.4008 55963.2682)"
SEGMENTATION-ZONE 1-2,APC-13R.1,2,0,"LINESTRING(4610.6961 55984.9559, 4608.1995 55981.8555)"
SEGMENTATION-ZONE 1-2,APC-13R.1,2,0,"LINESTRING(4587.5382 56003.5892, 4585.0416 56000.4888)"
SEGMENTATION-ZONE 1-2,APC-13R.1,2,0,"LINESTRING(4564.3369 56022.1765, 4561.8403 56019.0761)"
SEGMENTATION-ZONE 1-2,APC-31L.1,2,0,"LINESTRING(8482.9715 52876.2291, 8480.4749 52873.1287)"
SEGMENTATION-ZONE 1-2,APC-31L.2,2,0,"LINESTRING(8489.6626 52884.5710, 8487.7876 52882.2250)"
SEGMENTATION-ZONE 1-2,APC-31L.2,2,0,"LINESTRING(8475.6533 52867.1174, 8473.7783 52864.7714)"
SEGMENTATION-ZONE 1-2,APC-31L.1,2,0,"LINESTRING(8505.8912 52857.8566, 8503.3946 52854.7562)"
SEGMENTATION-ZONE 1-2,APC-31L.1,2,0,"LINESTRING(8528.4582 52839.7444, 8525.9616 52836.6440)"
SEGMENTATION-ZONE 1-2,APC-31L.1,2,0,"LINESTRING(8551.1911 52821.4928, 8548.6945 52818.3924)"
SEGMENTATION-ZONE 1-2,APC-31L.1,2,0,"LINESTRING(8574.5492 52802.7963, 8572.0365 52799.6758)"
SEGMENTATION-ZONE 1-2,APC-31L.1,2,0,"LINESTRING(8597.8962 52783.9304, 8595.3996 52780.8300)"
