xref,seg_layer,label,x,y
SEGMENTATION - MTA,K1.1,K1.1,5854.8546,57019.5959
SEGMENTATION - MTA,K1.3,K1.3,5806.5239,57126.0792
SEGMENTATION - MTA,K2.1,K2.1,5953.3806,56961.8417
SEGMENTATION - MTA,K2.2,K2.2,5980.8166,56939.8066
SEGMENTATION - MTA,K2.3,K2.3,5983.5752,56984.7796
SEGMENTATION - MTA,K3.2,K3.2,6158.0033,56602.8387
SEGMENTATION - MTA,K3.1,K3.1,6171.3011,56563.5709
SEGMENTATION - MTA,K3.4,K3.4,6221.1964,56650.3143
SEGMENTATION - MTA,K3.5,K3.5,6274.0067,56717.0068
SEGMENTATION - MTA,K4.1,K4.1,6191.3168,56477.1297
SEGMENTATION - MTA,K3.3,K3.3,6199.0017,56622.7609
SEGMENTATION - MTA,K4.2,K4.2,6223.5528,56445.7499
SEGMENTATION - MTA,K4.3,K4.3,6218.73,56492.1798
SEGMENTATION - MTA,K4.4,K4.4,6246.5221,56527.1844
SEGMENTATION - MTA,K4.6,K4.6,6333.7172,56637.9685
SEGMENTATION - MTA,K4.5,K4.5,6294.3619,56586.7569
SEGMENTATION - MTA,K5.1,K5.1,6711.0213,56320.8206
SEGMENTATION - MTA,K5.2,K5.2,6742.1578,56305.6849
SEGMENTATION - MTA,K5.3,K5.3,6748.2411,56363.6189
SEGMENTATION - MTA,C.53,\pxqc;C.53,5455.4249,55668.4165
SEGMENTATION - MTA,C.54,\pxqc;C.54,5378.028,55730.5528
SEGMENTATION - MTA,C.55,\pxqc;C.55,5337.1174,55763.3985
SEGMENTATION - MTA,C.56,\pxqc;C.56,5325.769,55772.5094
SEGMENTATION - MTA,C.57,\pxqc;C.57,5309.3539,55785.6882
SEGMENTATION - MTA,C.59,C.59,5266.8969,55824.5771
SEGMENTATION - MTA,C.60,\pxqc;C.60,5225.6181,55894.2678
SEGMENTATION - MTA,M2.3,M2.3,5449.007,55687.4035
SEGMENTATION - MTA,M2.1,M2.1,5425.5605,55676.6276
SEGMENTATION - MTA,M2.2,M2.2,5460.1416,55648.8649
SEGMENTATION - MTA,M2.4,M2.4,5483.0553,55677.4061
SEGMENTATION - MTA,M2.5,M2.5,5507.1639,55727.3327
SEGMENTATION - MTA,M.1,\pxqc;M.1,5372.3189,55754.5588
SEGMENTATION - MTA,M.2,\pxqc;M.2,5464.6562,55732.5917
SEGMENTATION - MTA,M.3,\pxqc;M.3,5541.0087,55759.0654
SEGMENTATION - MTA,M.4,\pxqc;M.4,5569.01,55769.898
SEGMENTATION - MTA,M.5,\pxqc;M.5,5609.9598,55786.4943
SEGMENTATION - MTA,M.6,\pxqc;M.6,5649.0127,55803.1528
SEGMENTATION - MTA,M.7,\pxqc;M.7,5687.3987,55820.3372
SEGMENTATION - MTA,M.8,\pxqc;M.8,5721.0076,55836.055
SEGMENTATION - MTA,M.10,M.10,5771.7903,55850.3198
SEGMENTATION - MTA,M.11,\pxqc;M.11,5790.8854,55838.5889
SEGMENTATION - MTA,M.12,\pxqc;M.12,5875.553,55785.0472
SEGMENTATION - MTA,M.13,\pxqc;M.13,5754.9424,55873.2378
SEGMENTATION - MTA,M.15,\pxqc;M.15,5840.2407,55875.8488
SEGMENTATION - MTA,M.16,\pxqc;M.16,5877.8821,55833.7616
SEGMENTATION - MTA,M.17,\pxqc;M.17,5890.1019,55789.3773
SEGMENTATION - MTA,M.19,\pxqc;M.19,5900.7968,55744.4807
SEGMENTATION - MTA,M.20,\pxqc;M.20,5914.2462,55705.4051
SEGMENTATION - MTA,M.18,\pxqc;M.18,5899.2184,55753.8296
SEGMENTATION - MTA,M.14,\pxqc;M.14,5783.9071,55887.9796
SEGMENTATION - MTA,M.21,\pxqc;M.21,5928.6338,55656.4339
SEGMENTATION - MTA,M.22,\pxqc;M.22,5942.9415,55616.4815
SEGMENTATION - MTA,M.23,\pxqc;M.23,5959.987,55569.1282
SEGMENTATION - MTA,M.24,\pxqc;M.24,5976.1366,55527.2532
SEGMENTATION - MTA,M.25,\pxqc;M.25,5987.2156,55499.3769
SEGMENTATION - MTA,M.26,\pxqc;M.26,5996.3494,55477.4395
SEGMENTATION - MTA,M.27,\pxqc;M.27,6008.4024,55449.491
SEGMENTATION - MTA,M.28,\pxqc;M.28,6013.7732,55437.2872
SEGMENTATION - MTA,M.29,\pxqc;M.29,6022.5453,55417.0048
SEGMENTATION - MTA,M.31,\pxqc;M.31,6089.4515,55354.1664
SEGMENTATION - MTA,M.32,\pxqc;M.32,6132.175,55319.8672
SEGMENTATION - MTA,M.33,\pxqc;M.33,6161.2326,55296.5377
SEGMENTATION - MTA,M.34,\pxqc;M.34,6182.9578,55279.0964
SEGMENTATION - MTA,M.35,\pxqc;M.35,6224.59,55245.6729
SEGMENTATION - MTA,M.36,\pxqc;M.36,6240.339,55218.6498
SEGMENTATION - MTA,M.37,\pxqc;M.37,6261.1142,55201.9716
SEGMENTATION - MTA,M.38,\pxqc;M.38,6311.4547,55161.5554
SEGMENTATION - MTA,M.39,\pxqc;M.39,6387.1318,55100.7915
SEGMENTATION - MTA,M.40,\pxqc;M.40,6459.881,55042.3915
SEGMENTATION - MTA,M3.1,M3.1,5752.7956,55584.4566
SEGMENTATION - MTA,M3.2,M3.2,5855.4692,55712.3461
SEGMENTATION - MTA,M3.3,M3.3,5872.9528,55759.2201
SEGMENTATION - MTA,M3.4,M3.4,5891.6712,55732.0112
SEGMENTATION - MTA,M4.1,M4.1,5835.219,55531.3797
SEGMENTATION - MTA,M4.2,M4.2,5897.0926,55608.4502
SEGMENTATION - MTA,M4.3,M4.3,5920.6738,55572.9806
SEGMENTATION - MTA,D4.17,D4.17,6154.7484,55272.8733
SEGMENTATION - MTA,D4.18,D4.18,6180.3033,55237.1034
SEGMENTATION - MTA,D4.19,D4.19,6206.8544,55240.5984
SEGMENTATION - MTA,D4.20,D4.20,6193.7088,55256.4678
SEGMENTATION - MTA,L.50,L.50,6975.6879,56179.283
SEGMENTATION - MTA,L.48,L.48,6938.7375,56133.2611
SEGMENTATION - MTA,L.47,L.47,6934.5915,56150.5553
SEGMENTATION - MTA,L.49,L.49,6971.818,56124.0264
SEGMENTATION - MTA,L.45,L.45,6911.7227,56131.8417
SEGMENTATION - MTA,L.44,L.44,6912.3405,56105.2167
SEGMENTATION - MTA,L.46,L.46,6947.2836,56095.6293
SEGMENTATION - MTA,L.43,L.43,6905.5037,56091.8666
SEGMENTATION - MTA,L.42,L.42,6893.7651,56077.2451
SEGMENTATION - MTA,L.40,L.40,6867.9443,56045.076
SEGMENTATION - MTA,L.39,L.39,6825.1827,55991.8082
SEGMENTATION - MTA,L.38,L.38,6760.6877,55911.4787
SEGMENTATION - MTA,L.37,L.37,6711.7452,55850.5201
SEGMENTATION - MTA,L.36,L.36,6692.9554,55827.1171
SEGMENTATION - MTA,L.35,L.35,6678.0152,55813.3417
SEGMENTATION - MTA,L.34,L.34,6658.8989,55807.0239
SEGMENTATION - MTA,L.33,L.33,6645.4829,55808.434
SEGMENTATION - MTA,L.32,L.32,6682.0603,55791.9313
SEGMENTATION - MTA,L.31,L.31,6657.2543,55761.7528
SEGMENTATION - MTA,L.30,L.30,6636.479,55787.4021
SEGMENTATION - MTA,L.29,L.29,6635.2403,55758.354
SEGMENTATION - MTA,L.26,L.26,6612.9632,55726.6445
SEGMENTATION - MTA,L.25,L.25,6607.9382,55744.578
SEGMENTATION - MTA,L.27,L.27,6644.1212,55717.4106
SEGMENTATION - MTA,L.24,L.24,6626.0764,55689.7155
SEGMENTATION - MTA,L.23,L.23,6586.8993,55721.2214
SEGMENTATION - MTA,L.22,L.22,6578.9746,55685.1377
SEGMENTATION - MTA,L.19,L.19,6547.5995,55667.934
SEGMENTATION - MTA,L.20,L.20,6552.6441,55651.206
SEGMENTATION - MTA,L.21,L.21,6583.5752,55641.7196
SEGMENTATION - MTA,L.17,L.17,6527.3674,55640.7562
SEGMENTATION - MTA,L.18,L.18,6560.1072,55614.1581
SEGMENTATION - MTA,L.16,L.16,6529.6168,55602.8479
SEGMENTATION - MTA,L.15,L.15,6497.4602,55606.0654
SEGMENTATION - MTA,L.13,L.13,6474.9724,55587.0483
SEGMENTATION - MTA,L.14,L.14,6495.8359,55581.5853
SEGMENTATION - MTA,L.12,L.12,6475.2091,55560.7269
SEGMENTATION - MTA,L.11,L.11,6468.2635,55547.2413
SEGMENTATION - MTA,L.10,L.10,6444.1125,55517.1598
SEGMENTATION - MTA,L.9,L.9,6416.911,55480.2354
SEGMENTATION - MTA,L.8,L.8,6388.0456,55447.3228
SEGMENTATION - MTA,L.7,L.7,6365.0131,55418.6327
SEGMENTATION - MTA,L.5,L.5,6288.3381,55323.1339
SEGMENTATION - MTA,L.4,L.4,6256.0811,55282.947
SEGMENTATION - MTA,L.2,L.2,6239.1603,55267.0525
SEGMENTATION - MTA,L.1,L.1,6211.0478,55264.0616
SEGMENTATION - MTA,L.3,L.3,6257.1207,55237.9455
SEGMENTATION - MTA,K.1,\pxqc;K.1,5900.2602,56971.5566
SEGMENTATION - MTA,K.2,\pxqc;K.2,5915.3975,56959.4032
SEGMENTATION - MTA,K.3,\pxqc;K.3,5932.6291,56945.5695
SEGMENTATION - MTA,K.4,\pxqc;K.4,5966.4204,56918.4414
SEGMENTATION - MTA,K.6,\pxqc;K.6,6037.3978,56851.1738
SEGMENTATION - MTA,K.7,\pxqc;K.7,6064.7014,56792.4093
SEGMENTATION - MTA,K.8,\pxqc;K.8,6071.1075,56770.8545
SEGMENTATION - MTA,K.9,\pxqc;K.9,6077.5874,56749.2938
SEGMENTATION - MTA,K.10,\pxqc;K.10,6082.3747,56732.8037
SEGMENTATION - MTA,K.11,\pxqc;K.11,6088.6871,56709.8777
SEGMENTATION - MTA,K.12,\pxqc;K.12,6099.26,56670.1342
SEGMENTATION - MTA,K.13,\pxqc;K.13,6107.1942,56638.4785
SEGMENTATION - MTA,K.14,\pxqc;K.14,6111.7405,56629.7465
SEGMENTATION - MTA,K.15,\pxqc;K.15,6114.1594,56607.1971
SEGMENTATION - MTA,K.16,\pxqc;K.16,6122.3862,56569.4529
SEGMENTATION - MTA,K.17,\pxqc;K.17,6127.9078,56542.0431
SEGMENTATION - MTA,K.18,\pxqc;K.18,6130.1918,56522.5948
SEGMENTATION - MTA,K.19,\pxqc;K.19,6140.224,56502.8942
SEGMENTATION - MTA,K.20,\pxqc;K.20,6158.6609,56489.5458
SEGMENTATION - MTA,K.21,\pxqc;K.21,6163.1768,56469.7627
SEGMENTATION - MTA,K.22,\pxqc;K.22,6183.8428,56451.6877
SEGMENTATION - MTA,K.23,\pxqc;K.23,6207.6679,56430.5177
SEGMENTATION - MTA,K.24,\pxqc;K.24,6218.5874,56420.7299
SEGMENTATION - MTA,K.25,\pxqc;K.25,6229.8405,56410.8245
SEGMENTATION - MTA,K.26,\pxqc;K.26,6249.6869,56400.0524
SEGMENTATION - MTA,K.27,\pxqc;K.27,6266.5946,56394.9085
SEGMENTATION - MTA,K.28,\pxqc;K.28,6308.567,56386.2977
SEGMENTATION - MTA,K.30,\pxqc;K.30,6379.3347,56374.6376
SEGMENTATION - MTA,K.31,\pxqc;K.31,6452.4912,56359.3912
SEGMENTATION - MTA,K.32,\pxqc;K.32,6496.1371,56349.087
SEGMENTATION - MTA,K.33,\pxqc;K.33,6532.3724,56339.9676
SEGMENTATION - MTA,K.34,\pxqc;K.34,6568.4448,56330.2254
SEGMENTATION - MTA,K.35,\pxqc;K.35,6604.3751,56319.924
SEGMENTATION - MTA,K.36,\pxqc;K.36,6647.3056,56306.8002
SEGMENTATION - MTA,K.38,\pxqc;K.38,6696.7566,56290.5526
SEGMENTATION - MTA,K.39,\pxqc;K.39,6739.2228,56275.0991
SEGMENTATION - MTA,K.40,\pxqc;K.40,6764.0685,56258.7442
SEGMENTATION - MTA,K.41,\pxqc;K.41,6790.3863,56237.6152
SEGMENTATION - MTA,K.42,\pxqc;K.42,6820.7644,56213.2267
SEGMENTATION - MTA,K.43,\pxqc;K.43,6868.3398,56175.0324
SEGMENTATION - MTA,K.45,\pxqc;K.45,6942.8262,56115.2327
SEGMENTATION - MTA,K.46,\pxqc;K.46,6973.2468,56090.8101
SEGMENTATION - MTA,K.47,\pxqc;K.47,7024.7393,56049.4707
SEGMENTATION - MTA,K.48,\pxqc;K.48,7100.4141,55988.7165
SEGMENTATION - MTA,K.49,\pxqc;K.49,7173.1651,55930.3103
SEGMENTATION - MTA,L1.12,\pxqc;L1.12,6628.1533,55802.6462
SEGMENTATION - MTA,L1.11,\pxqc;L1.11,6584.6481,55836.9334
SEGMENTATION - MTA,L1.10,\pxqc;L1.10,6531.7333,55879.4135
SEGMENTATION - MTA,L1.9,\pxqc;L1.9,6505.7403,55900.2815
SEGMENTATION - MTA,L1.8,\pxqc;L1.8,6471.3765,55925.1205
SEGMENTATION - MTA,L1.7,\pxqc;L1.7,6433.4343,55945.1041
SEGMENTATION - MTA,L1.6,\pxqc;L1.6,6415.1169,55952.8636
SEGMENTATION - MTA,L1.4,\pxqc;L1.4,6402.2502,55969.4848
SEGMENTATION - MTA,L1.3,\pxqc;L1.3,6365.1697,55963.943
SEGMENTATION - MTA,L1.2,\pxqc;L1.2,6327.8196,55971.8329
SEGMENTATION - MTA,L1.1,\pxqc;L1.1,6281.3634,55956.5775
SEGMENTATION - MTA,L3.1,\pxqc;L3.1,6378.3492,55846.3924
SEGMENTATION - MTA,L3.3,\pxqc;L3.3,6479.148,55710.676
SEGMENTATION - MTA,L3.4,\pxqc;L3.4,6524.0825,55674.1953
SEGMENTATION - MTA,L3.5,\pxqc;L3.5,6555.9335,55632.8691
SEGMENTATION - MTA,L3.6,\pxqc;L3.6,6585.4877,55609.1422
SEGMENTATION - MTA,L3.7,\pxqc;L3.7,6635.2271,55569.7477
SEGMENTATION - MTA,L3.8,\pxqc;L3.8,6712.5979,55507.7616
SEGMENTATION - MTA,L3.9,\pxqc;L3.9,6786.9623,55448.0598
SEGMENTATION - MTA,L2.8,\pxqc;L2.8,6847.9916,55524.0968
SEGMENTATION - MTA,L2.1,\pxqc;L2.1,6391.6117,55874.1726
SEGMENTATION - MTA,L2.2,\pxqc;L2.2,6535.5034,55773.7849
SEGMENTATION - MTA,L2.3,\pxqc;L2.3,6577.3134,55740.2162
SEGMENTATION - MTA,L2.4,\pxqc;L2.4,6618.4112,55707.8484
SEGMENTATION - MTA,L2.5,\pxqc;L2.5,6655.6193,55677.3503
SEGMENTATION - MTA,L2.6,\pxqc;L2.6,6692.9546,55647.3747
SEGMENTATION - MTA,L2.7,\pxqc;L2.7,6773.1779,55582.9706
SEGMENTATION - MTA,L4.2,\pxqc;L4.2,6282.2362,55882.9827
SEGMENTATION - MTA,L4.3,\pxqc;L4.3,6277.8456,55840.8275
SEGMENTATION - MTA,L4.4,\pxqc;L4.4,6296.2661,55830.2589
SEGMENTATION - MTA,L4.5,\pxqc;L4.5,6305.3446,55803.991
SEGMENTATION - MTA,L4.6,\pxqc;L4.6,6326.2271,55758.1287
SEGMENTATION - MTA,L4.7,\pxqc;L4.7,6361.6239,55707.1003
SEGMENTATION - MTA,L4.9,L4.9,6411.7316,55661.5912
SEGMENTATION - MTA,L4.10,\pxqc;L4.10,6453.346,55628.182
SEGMENTATION - MTA,L4.11,\pxqc;L4.11,6472.1,55613.1258
SEGMENTATION - MTA,M.9,\pxqc;M.9,5741.4696,55847.415
SEGMENTATION - MTA,D4.16,D4.16,6149.8244,55239.6101
SEGMENTATION - MTA,K.29,K.29,6334.6022,56381.0182
SEGMENTATION - MTA,K.37,\pxqc;K.37,6672.1515,56297.6149
SEGMENTATION - MTA,K.44,\pxqc;K.44,6894.7542,56153.8262
SEGMENTATION - MTA,L4.1,\pxqc;L4.1,6271.371,55916.4534
SEGMENTATION - MTA,649.2,649.2,5789.192,57033.0033
SEGMENTATION - MTA,649.3,649.3,5793.0487,56910.892
SEGMENTATION - MTA,649.1,649.1,5848.7444,56978.4939
SEGMENTATION - MTA,648.1,648.1,5906.6395,56874.2578
SEGMENTATION - MTA,647.1,647.1,6002.7592,56772.1889
SEGMENTATION - MTA,646.2,646.2,6016.4033,56713.9171
SEGMENTATION - MTA,646.3,646.3,6026.47,56691.9589
SEGMENTATION - MTA,646.1,646.1,6045.8973,56674.7604
SEGMENTATION - MTA,645.1,645.1,6046.8608,56612.3679
SEGMENTATION - MTA,644.2,644.2,6067.2899,56559.298
SEGMENTATION - MTA,644.3,644.3,6064.403,56532.101
SEGMENTATION - MTA,644.1,644.1,6083.2878,56510.9498
SEGMENTATION - MTA,643.2,643.2,6081.6168,56471.5263
SEGMENTATION - MTA,643.3,643.3,6089.2887,56445.9556
SEGMENTATION - MTA,643.1,643.1,6105.4282,56431.4062
SEGMENTATION - MTA,642.2,642.2,6111.9402,56390.6585
SEGMENTATION - MTA,642.3,642.3,6142.972,56388.5043
SEGMENTATION - MTA,642.1,642.1,6167.9866,56388.5169
SEGMENTATION - MTA,641.2,641.2,6203.3357,56330.3317
SEGMENTATION - MTA,641.3,641.3,6230.3138,56336.6412
SEGMENTATION - MTA,641.1,641.1,6254.3051,56348.4827
SEGMENTATION - MTA,640.1,640.1,6314.2305,56320.5523
SEGMENTATION - MTA,639.1,639.1,6394.9624,56305.2922
SEGMENTATION - MTA,638.1,638.1,6475.0994,56287.1656
SEGMENTATION - MTA,637.1,637.1,6549.8241,56267.528
SEGMENTATION - MTA,636.1,636.1,6640.5169,56240.2228
SEGMENTATION - MTA,635.2,635.2,6694.8642,56218.4371
SEGMENTATION - MTA,635.3,635.3,6718.0067,56196.7593
SEGMENTATION - MTA,635.1,635.1,6752.7351,56191.9879
SEGMENTATION - MTA,634.2,634.2,6778.7149,56157.4407
SEGMENTATION - MTA,634.3,634.3,6837.8595,56107.1377
SEGMENTATION - MTA,634.1,634.1,6825.3914,56083.5616
SEGMENTATION - MTA,633.2,633.2,6784.3394,56026.5297
SEGMENTATION - MTA,633.3,633.3,6748.5619,55997.0472
SEGMENTATION - MTA,633.1,633.1,6752.22,55977.531
SEGMENTATION - MTA,632.1,632.1,6678.8717,55933.211
SEGMENTATION - MTA,632.3,632.3,6650.9993,55906.7685
SEGMENTATION - MTA,632.2,632.2,6631.5099,55889.4671
SEGMENTATION - MTA,631.2,631.2,6566.5383,55947.3774
SEGMENTATION - MTA,631.3,631.3,6551.6665,55970.0664
SEGMENTATION - MTA,631.1,631.1,6517.3755,55966.1395
SEGMENTATION - MTA,630.1,630.1,6479.006,56013.3399
SEGMENTATION - MTA,629.1,629.1,6412.4824,56037.3248
SEGMENTATION - MTA,628.1,628.1,6341.3695,56053.6581
SEGMENTATION - MTA,627.1,627.1,6269.6765,56067.2473
SEGMENTATION - MTA,625-626-627,625-626-627,6288.6499,55996.9652
SEGMENTATION - MTA,626.2,626.2,6257.4862,56004.983
SEGMENTATION - MTA,625-626,625-626,6242.9218,55964.0687
SEGMENTATION - MTA,626.1,626.1,6235.7304,56000.615
SEGMENTATION - MTA,626.3,626.3,6184.4337,56046.3053
SEGMENTATION - MTA,625.3,625.3,6175.0378,55981.0589
SEGMENTATION - MTA,624.1,624.1,6188.5936,55909.3506
SEGMENTATION - MTA,623.1,623.1,6207.5182,55838.8782
SEGMENTATION - MTA,622.1,622.1,6219.3247,55765.9685
SEGMENTATION - MTA,621.1,621.1,6255.6678,55697.8416
SEGMENTATION - MTA,620.1,620.1,6304.8578,55639.523
SEGMENTATION - MTA,619.2,619.2,6364.2637,55602.6621
SEGMENTATION - MTA,619.3,619.3,6391.029,55575.8281
SEGMENTATION - MTA,619.1,619.1,6385.3998,55521.0024
SEGMENTATION - MTA,618.2,618.2,6346.2936,55484.5527
SEGMENTATION - MTA,618.3,618.3,6321.6125,55461.2765
SEGMENTATION - MTA,618.1,618.1,6316.8225,55431.4524
SEGMENTATION - MTA,617.2,617.2,6202.8499,55373.7237
SEGMENTATION - MTA,617.1,617.1,6140.1466,55380.8998
SEGMENTATION - MTA,616.2,616.2,6096.5932,55431.9103
SEGMENTATION - MTA,616.1,616.1,6051.5848,55466.1381
SEGMENTATION - MTA,615.1,615.1,6034.6448,55530.3372
SEGMENTATION - MTA,614.1,614.1,6010.7858,55611.0814
SEGMENTATION - MTA,613.1,613.1,5983.8504,55688.7023
SEGMENTATION - MTA,612.1,612.1,5959.6976,55767.2335
SEGMENTATION - MTA,611.1,611.1,5938.3578,55846.5753
SEGMENTATION - MTA,610.1,610.1,5917.3855,55926.0996
SEGMENTATION - MTA,609.3,609.3,5880.4494,55994.1048
SEGMENTATION - MTA,608.1,608.1,5800.7555,55975.8411
SEGMENTATION - MTA,607.1,607.1,5732.9054,55936.7918
SEGMENTATION - MTA,606.1,606.1,5657.6765,55905.6572
SEGMENTATION - MTA,605.2,605.2,5605.29,55880.5075
SEGMENTATION - MTA,605.3,605.3,5584.7898,55874.3238
SEGMENTATION - MTA,605.1,605.1,5565.7142,55851.3351
SEGMENTATION - MTA,604.1,604.1,5506.563,55843.8799
SEGMENTATION - MTA,603.1,603.1,5406.9576,55817.6502
SEGMENTATION - MTA,602.2,602.2,5348.8351,55852.204
SEGMENTATION - MTA,602.3,602.3,5332.798,55864.4735
SEGMENTATION - MTA,602.1,602.1,5299.5618,55885.859
SEGMENTATION - MTA,601.1,601.1,5288.0772,55958.9494
SEGMENTATION - MTA,672.1,672.1,5758.5343,55797.4453
SEGMENTATION - MTA,673.1,673.1,5793.596,55769.0891
SEGMENTATION - MTA,674.1,674.1,5936.0009,55474.615
SEGMENTATION - MTA,675.1,675.1,5952.1008,55432.8246
SEGMENTATION - MTA,610.1C,610.1a,5837.9849,55891.1224
SEGMENTATION - MTA,608-609,608-609,5824.4837,55910.7131
SEGMENTATION - MTA,608.1C,608.1a,5847.6106,55896.1498
SEGMENTATION - MTA,609.2,609.2,5862.1847,55921.0299
SEGMENTATION - MTA,685.1,685.1,6641.8131,56380.3697
SEGMENTATION - MTA,686.1,686.1,6567.9732,56415.3126
SEGMENTATION - MTA,687.1,687.1,6492.7449,56434.462
SEGMENTATION - MTA,688.1,688.1,6416.9481,56451.221
SEGMENTATION - MTA,689.1,689.1,6335.3038,56468.9025
SEGMENTATION - MTA,690.1,690.1,6160.4081,56706.5437
SEGMENTATION - MTA,691.1,691.1,6148.0226,56749.7825
SEGMENTATION - MTA,692.1,692.1,6135.6242,56793.0006
SEGMENTATION - MTA,632.3C,632.3a,6660.5941,55794.3719
SEGMENTATION - MTA,632.2C,632.2a,6656.2554,55788.0971
SEGMENTATION - MTA,625.2,625.2,6261.5309,55984.9246
SEGMENTATION - MTA,608-609-610,608-609-610,5794.4303,55902.0563
SEGMENTATION - MTA,607.1C,607.1a,5784.0085,55862.9384
SEGMENTATION - MTA,670.1,670.1,5603.0211,55723.8545
SEGMENTATION - MTA,671.1,671.1,5676.1141,55752.8591
SEGMENTATION - MTA,STB-K3.1,STB-K3.1,6175.7793,56630.7569
SEGMENTATION - MTA,STB-K.3,STB-K.3,6276.3393,56422.3604
SEGMENTATION - MTA,STB-K.5,STB-K.5,6883.47,56141.39
SEGMENTATION - MTA,STB-L2.1,STB-L2.1,6426.6806,55875.3922
SEGMENTATION - MTA,STB-L2.3,STB-L2.3,6675.4265,55690.6195
SEGMENTATION - MTA,STB-L3.2,STB-L3.2,6515.3235,55693.122
SEGMENTATION - MTA,STB-L4.3,STB-L4.3,6465.9388,55631.1772
SEGMENTATION - MTA,STB-L4.1,STB-L4.1,6310.9769,55825.6001
SEGMENTATION - MTA,STB-L.1,STB-L.1,6241.4928,55295.2884
SEGMENTATION - MTA,STB-M.4,STB-M.4,5924.7655,55689.1318
SEGMENTATION - MTA,STB-M3.2,STB-M3.2,5836.0409,55708.9457
SEGMENTATION - MTA,STB-M.2,STB-M.2,5512.8702,55787.8044
SEGMENTATION - MTA,STB-L.4,STB-L.4,6675.9135,55841.1683
SEGMENTATION - MTA,TEM.1,TEM.1,5771.2898,57065.8035
SEGMENTATION - MTA,TEM.1,TEM.1,5756.4791,56941.5994
SEGMENTATION - MTA,TEM.1,TEM.1,5880.243,57025.1842
SEGMENTATION - MTA,TEM.1,TEM.1,6023.8909,56916.5903
SEGMENTATION - MTA,TEM.1,TEM.1,6099.1328,56826.8966
SEGMENTATION - MTA,TEM.1,TEM.1,6172.2979,56688.8963
SEGMENTATION - MTA,TEM.1,TEM.1,6149.6599,56647.4398
SEGMENTATION - MTA,TEM.1,TEM.1,6243.2504,56708.1267
SEGMENTATION - MTA,TEM.1,TEM.1,6269.8433,56657.0629
SEGMENTATION - MTA,TEM.1,TEM.1,6183.9241,56523.5843
SEGMENTATION - MTA,TEM.1,TEM.1,6272.0774,56587.4938
SEGMENTATION - MTA,TEM.1,TEM.1,6344.8453,56594.8353
SEGMENTATION - MTA,TEM.1,TEM.1,6252.8273,56450.4145
SEGMENTATION - MTA,TEM.1,TEM.1,6301.4188,56465.614
SEGMENTATION - MTA,TEM.1,TEM.1,6682.3949,56366.474
SEGMENTATION - MTA,TEM.1,TEM.1,6777.389,56301.9892
SEGMENTATION - MTA,TEM.1,TEM.1,6903.9304,56188.3727
SEGMENTATION - MTA,TEM.1,TEM.1,7005.3434,56120.9208
SEGMENTATION - MTA,TEM.1,TEM.1,7162.0339,55974.8898
SEGMENTATION - MTA,TEM.1,TEM.1,7139.6029,55936.1186
SEGMENTATION - MTA,TEM.1,TEM.1,6945.9916,56064.2091
SEGMENTATION - MTA,TEM.2,TEM.2,6856.1534,55974.5477
SEGMENTATION - MTA,TEM.2,TEM.2,6694.18,55765.6294
SEGMENTATION - MTA,TEM.2,TEM.2,6789.1308,55604.796
SEGMENTATION - MTA,TEM.2,TEM.2,6519.0465,55874.3662
SEGMENTATION - MTA,TEM.2,TEM.2,6492.5226,55842.2095
SEGMENTATION - MTA,TEM.2,TEM.2,6433.8119,55916.1553
SEGMENTATION - MTA,TEM.2,TEM.2,6608.2224,55774.6455
